4.052631578947368252e-01,3.842105263157894468e-01,2.000000000000000111e-01,1.052631578947368397e-02
7.462311557788944283e-01,9.296482412060301515e-02,1.557788944723618174e-01,5.025125628140703592e-03
6.721311475409835756e-01,1.311475409836065642e-01,1.721311475409836034e-01,2.459016393442622905e-02
7.317073170731707155e-01,9.756097560975610095e-02,1.707317073170731836e-01,0.000000000000000000e+00
5.322283609576426988e-01,2.836095764272559827e-01,1.731123388581952138e-01,1.104972375690607689e-02
7.557997557997557792e-01,7.081807081807081627e-02,1.672771672771672657e-01,6.105006105006105001e-03
1.968503937007874127e-01,7.244094488188976833e-01,7.086614173228346358e-02,7.874015748031495954e-03
5.820895522388059851e-01,2.761194029850746468e-01,1.343283582089552231e-01,7.462686567164178962e-03
2.515337423312883347e-01,5.950920245398773067e-01,1.472392638036809920e-01,6.134969325153374377e-03
3.269230769230769273e-01,4.230769230769230727e-01,2.500000000000000000e-01,0.000000000000000000e+00
7.166666666666666741e-01,6.666666666666666574e-02,2.166666666666666741e-01,0.000000000000000000e+00
7.301587301587301182e-01,1.269841269841269771e-01,1.269841269841269771e-01,1.587301587301587213e-02
2.708333333333333148e-01,5.416666666666666297e-01,1.666666666666666574e-01,2.083333333333333218e-02
4.285714285714285476e-01,4.285714285714285476e-01,1.428571428571428492e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.846153846153846256e-01,2.076923076923077038e-01,1.076923076923076983e-01,0.000000000000000000e+00
6.865671641791044610e-01,1.343283582089552231e-01,1.791044776119402882e-01,0.000000000000000000e+00
2.590361445783132543e-01,6.024096385542169196e-01,1.265060240963855331e-01,1.204819277108433798e-02
7.171052631578946901e-01,1.118421052631578955e-01,1.644736842105263275e-01,6.578947368421052266e-03
6.736842105263157743e-01,9.473684210526316096e-02,2.315789473684210509e-01,0.000000000000000000e+00
5.636363636363636020e-01,2.909090909090908950e-01,1.272727272727272596e-01,1.818181818181818094e-02
4.444444444444444198e-01,4.814814814814814548e-01,7.407407407407406996e-02,0.000000000000000000e+00
4.067796610169491789e-01,4.067796610169491789e-01,1.864406779661016977e-01,0.000000000000000000e+00
6.434108527131783273e-01,2.403100775193798555e-01,1.162790697674418589e-01,0.000000000000000000e+00
4.761904761904761640e-01,4.523809523809523836e-01,7.142857142857142461e-02,0.000000000000000000e+00
5.662650602409639022e-01,2.168674698795180766e-01,2.108433734939759163e-01,6.024096385542168988e-03
